sku,codigo_barras,nome,marca,categoria,conteudo_embalagem,unidade,preco_custo,preco_venda,estoque_inicial,estoque_minimo,tipo,ativo,status_conferencia,fonte
EAN-7896000557056,7896000557056,Suco concentrado abacaxi maguary garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896000557056
EAN-7896000554369,7896000554369,Suco concentrado caju maguary garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896000554369
EAN-7896005311257,7896005311257,Suco concentrado caju tial garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896005311257
EAN-7896005311202,7896005311202,Suco concentrado caju tial garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896005311202
EAN-7896024102041,7896024102041,Suco concentrado laranja jal garrafa 625ml,,"Águas, sucos e isotônicos",625 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024102041
EAN-7896000550064,7896000550064,Suco concentrado laranja maguary garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896000550064
EAN-7896005311240,7896005311240,Suco concentrado maracujá tial garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896005311240
EAN-7896005311219,7896005311219,Suco concentrado maracujá tial garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896005311219
EAN-7896237903152,7896237903152,Suco concentrado tomate raiola garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896237903152
EAN-7896000556066,7896000556066,Suco concentrado uva maguary garrafa 500ml,,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896000556066
EAN-7891141035197,7891141035197,Suco gaseificado integral uva tinto aurora lata 269ml,,"Águas, sucos e isotônicos",269 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891141035197
EAN-7897372187568,7897372187568,Suco goiaba zero açúcar sim. garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897372187568
EAN-7896931614156,7896931614156,Suco integral laranja campo largo garrafa 250ml,,"Águas, sucos e isotônicos",250 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614156
EAN-7896931614163,7896931614163,Suco integral laranja campo largo garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614163
EAN-7896229800841,7896229800841,"Suco integral laranja fazenda bela vista garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896229800841
EAN-7896229800810,7896229800810,Suco integral laranja fazenda bela vista garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896229800810
EAN-7899916900503,7899916900503,"Suco integral laranja natural one refrigerado garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916900503
EAN-7899916906000,7899916906000,Suco integral laranja natural one refrigerado garrafa 180ml,,"Águas, sucos e isotônicos",180 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916906000
EAN-7899916900329,7899916900329,Suco integral laranja natural one refrigerado garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916900329
EAN-7898553442933,7898553442933,Suco integral laranja natural one refrigerado garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898553442933
EAN-7896623100714,7896623100714,"Suco integral laranja xandô garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100714
EAN-7896623100042,7896623100042,Suco integral laranja xandô garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100042
EAN-7896623100509,7896623100509,Suco integral laranja xandô garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100509
EAN-7896931614194,7896931614194,Suco integral maçã campo largo garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614194
EAN-7899916905980,7899916905980,Suco integral maçã natural one refrigerado garrafa 180ml,,"Águas, sucos e isotônicos",180 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916905980
EAN-7898553442940,7898553442940,Suco integral maçã natural one refrigerado garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898553442940
EAN-7898965716073,7898965716073,Suco integral maçã villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716073
EAN-7898965716042,7898965716042,Suco integral maçã villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716042
EAN-7891141033971,7891141033971,Suco integral orgânico uva tinto aurora garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891141033971
EAN-7896034301632,7896034301632,Suco integral orgânico uva tinto da casa garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896034301632
EAN-7898097891143,7898097891143,Suco integral orgânico uva uvasó garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898097891143
EAN-7898097891112,7898097891112,Suco integral orgânico uva uvasó garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898097891112
EAN-7898965716110,7898965716110,Suco integral tangerina com capim cidreira villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716110
EAN-7898965716141,7898965716141,Suco integral tangerina com capim cidreira villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716141
EAN-7898965716059,7898965716059,Suco integral tangerina villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716059
EAN-7896623100707,7896623100707,Suco integral tangerina xandô garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100707
EAN-7891141025570,7891141025570,"Suco integral uva branco aurora garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891141025570
EAN-7891141023910,7891141023910,Suco integral uva casa de bento garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891141023910
EAN-7898952578196,7898952578196,"Suco integral uva tinto bebah garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898952578196
EAN-7896931614125,7896931614125,Suco integral uva tinto campo largo garrafa 250ml,,"Águas, sucos e isotônicos",250 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614125
EAN-7896931614132,7896931614132,Suco integral uva tinto campo largo garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614132
EAN-7898965716103,7898965716103,Suco integral uva tinto com hortelã villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716103
EAN-7898965716097,7898965716097,Suco integral uva tinto villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716097
EAN-7898965716035,7898965716035,Suco integral uva tinto villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716035
EAN-7896623100615,7896623100615,"Suco laranja, abacaxi, cenoura e gengibre xandô garrafa 900ml",,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100615
EAN-7894900558005,7894900558005,Suco laranja del valle fresh garrafa 250ml,,"Águas, sucos e isotônicos",250 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900558005
EAN-7896024102010,7896024102010,Suco laranja jal garrafa 625ml,,"Águas, sucos e isotônicos",625 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024102010
EAN-7899916906017,7899916906017,Suco laranja natural one ambiente garrafa 180ml,,"Águas, sucos e isotônicos",180 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916906017
EAN-7899916904617,7899916904617,Suco laranja natural one ambiente garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916904617
EAN-7899916904778,7899916904778,Suco laranja natural one ambiente garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916904778
EAN-7898553442957,7898553442957,Suco limonada natural one refrigerado garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898553442957
EAN-7896623100660,7896623100660,Suco limonada siciliana xandô garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100660
EAN-7894900612073,7894900612073,"Suco maçã del valle garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900612073
EAN-7899916904815,7899916904815,Suco maçã natural one ambiente garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916904815
EAN-7898553443862,7898553443862,Suco manga natural one refrigerado garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898553443862
EAN-7899916912902,7899916912902,Suco pêssego natural one ambiente garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916912902
EAN-7896024102003,7896024102003,Suco tangerina jal garrafa 625ml,,"Águas, sucos e isotônicos",625 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024102003
EAN-7896623100868,7896623100868,Suco tangerina xandô garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100868
EAN-7898965716325,7898965716325,Suco tomate villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716325
EAN-7898965716332,7898965716332,Suco tomate villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716332
EAN-7894900611076,7894900611076,"Suco uva del valle garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900611076
EAN-7899916904877,7899916904877,"Suco uva e maçã natural one ambiente garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916904877
EAN-7899916904839,7899916904839,Suco uva e maçã natural one ambiente garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916904839
EAN-7899916900343,7899916900343,Suco uva e maçã natural one refrigerado garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899916900343
EAN-7898553445613,7898553445613,Suco uva e maçã natural one refrigerado garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898553445613
EAN-7896229800858,7896229800858,Suco uva fazenda bela vista garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896229800858
EAN-7896229800780,7896229800780,Suco uva fazenda bela vista garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896229800780
EAN-7896024102058,7896024102058,Suco uva jal garrafa 625ml,,"Águas, sucos e isotônicos",625 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024102058
EAN-7896000594020,7896000594020,"Suco uva tinto maguary seleção garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896000594020
EAN-7896623100738,7896623100738,"Suco uva xandô garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100738
EAN-7896623100479,7896623100479,Suco uva xandô garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100479
EAN-7896623100462,7896623100462,Suco uva xandô garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896623100462
EAN-7892840225711,7892840225711,Batata frita frango grelhado elma chips sensações pacote 45g,Elma Chips,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840225711
EAN-7892840215217,7892840215217,Batata frita lisa peito de peru elma chips sensações pacote 45g,Elma Chips,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840215217
EAN-7892840254940,7892840254940,Batata frita ondulada cebola e salsa elma chips ruffles pacote 57g,Ruffles,Salgadinhos,57 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840254940
EAN-7892840818180,7892840818180,Batata frita ondulada cebola e salsa elma chips ruffles pacote 76g,Ruffles,Salgadinhos,76 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818180
EAN-7892840820107,7892840820107,Batata frita ondulada cebola salsa elma chips ruffles pacote 40g,Ruffles,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820107
EAN-7892840818142,7892840818142,Batata frita ondulada churrasco elma chips ruffles pacote 115g,Ruffles,Salgadinhos,115 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818142
EAN-7892840820114,7892840820114,Batata frita ondulada churrasco elma chips ruffles pacote 40g,Ruffles,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820114
EAN-7892840255046,7892840255046,Batata frita ondulada churrasco elma chips ruffles pacote 57g,Ruffles,Salgadinhos,57 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840255046
EAN-7892840819286,7892840819286,Batata frita ondulada hellmanns temperada elma chips ruffles pacote 72g,Ruffles,Salgadinhos,72 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819286
EAN-7892840817978,7892840817978,Batata frita ondulada original elma chips ruffles pacote 115g,Ruffles,Salgadinhos,115 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817978
EAN-7892840253646,7892840253646,Batata frita ondulada original elma chips ruffles pacote 167g,Ruffles,Salgadinhos,167 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840253646
EAN-7892840818364,7892840818364,Batata frita ondulada original elma chips ruffles pacote 300g,Ruffles,Salgadinhos,300 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818364
EAN-7892840820121,7892840820121,Batata frita ondulada original elma chips ruffles pacote 40g,Ruffles,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820121
EAN-7892840253844,7892840253844,Batata frita ondulada original elma chips ruffles pacote 57g,Ruffles,Salgadinhos,57 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840253844
EAN-7892840818203,7892840818203,Batata frita ondulada original elma chips ruffles pacote 76g,Ruffles,Salgadinhos,76 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818203
EAN-7892840818166,7892840818166,Batata frita ondulada original elma chips ruffles pacote leve 115g pague 101g,Ruffles,Salgadinhos,115 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818166
EAN-7896024760838,7896024760838,Biscoito salgadinho calabresa piraquê comida di buteco pacote 90g,Bis,Salgadinhos,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024760838
EAN-7896024760821,7896024760821,Biscoito salgadinho pão de alho piraquê comida di buteco pacote 90g,Bis,Salgadinhos,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024760821
EAN-7896024760845,7896024760845,Biscoito salgadinho pimenta piraquê comida di buteco pacote 90g,Bis,Salgadinhos,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024760845
EAN-7896024778468,7896024778468,Biscoito salgadinho queijinho piraquê pacote 35g,Bis,Salgadinhos,35 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896024778468
EAN-7892840816292,7892840816292,Pipoca pronta doce caramelizada elma chips cheetos pacote 140g,Cheetos,Salgadinhos,140 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816292
EAN-7892840814342,7892840814342,Pipoca pronta doce caramelizada elma chips cheetos pacote 45g,Cheetos,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840814342
EAN-7892840818395,7892840818395,Salgadinho bacon torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818395
EAN-7892840818388,7892840818388,Salgadinho costelinha com limão torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818388
EAN-7892840818586,7892840818586,Salgadinho de milho bola queijo suíço elma chips cheetos pacote 37g,Cheetos,Salgadinhos,37 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818586
EAN-7892840819989,7892840819989,Salgadinho de milho cheddar wow patas com anitta elma chips cheetos pacote 61g,Cheetos,Salgadinhos,61 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819989
EAN-7892840818470,7892840818470,Salgadinho de milho elma chips cebolitos clássicos pacote 190g,Elma Chips,Salgadinhos,190 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818470
EAN-7892840816414,7892840816414,Salgadinho de milho elma chips cebolitos clássicos pacote 60g,Elma Chips,Salgadinhos,60 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816414
EAN-7892840817763,7892840817763,Salgadinho de milho lua parmesão elma chips cheetos pacote 125g,Cheetos,Salgadinhos,125 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817763
EAN-7892840817909,7892840817909,Salgadinho de milho lua parmesão elma chips cheetos pacote 40g,Cheetos,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817909
EAN-7892840818517,7892840818517,Salgadinho de milho mel e mostarda doritos rainbow pacote 55g,Doritos,Salgadinhos,55 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818517
EAN-7892840817848,7892840817848,Salgadinho de milho mix de queijos elma chips cheetos pacote 115g,Cheetos,Salgadinhos,115 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817848
EAN-7892840816261,7892840816261,Salgadinho de milho onda requeijão elma chips cheetos pacote 140g,Cheetos,Salgadinhos,140 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816261
EAN-7892840817879,7892840817879,Salgadinho de milho onda requeijão elma chips cheetos pacote 230g,Cheetos,Salgadinhos,230 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817879
EAN-7892840816254,7892840816254,Salgadinho de milho onda requeijão elma chips cheetos pacote 45g,Cheetos,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816254
EAN-7892840816636,7892840816636,Salgadinho de milho onda requeijão elma chips cheetos pacote 75g,Cheetos,Salgadinhos,75 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816636
EAN-7892840820060,7892840820060,Salgadinho de milho pizza rock in rio doritos pacote 78g,Doritos,Salgadinhos,78 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820060
EAN-7892840816322,7892840816322,Salgadinho de milho presunto elma chips fandangos pacote 140g,Fandangos,Salgadinhos,140 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816322
EAN-7892840816438,7892840816438,Salgadinho de milho presunto elma chips fandangos pacote 45g,Fandangos,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816438
EAN-7892840819477,7892840819477,Salgadinho de milho queijo cheddar tik tok cheetos pacote 75g,Cheetos,Salgadinhos,75 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819477
EAN-7892840816339,7892840816339,Salgadinho de milho queijo elma chips fandangos pacote 140g,Fandangos,Salgadinhos,140 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816339
EAN-7892840816452,7892840816452,Salgadinho de milho queijo elma chips fandangos pacote 45g,Fandangos,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816452
EAN-7892840817916,7892840817916,Salgadinho de milho queijo nacho doritos pacote 210g,Doritos,Salgadinhos,210 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817916
EAN-7892840818357,7892840818357,Salgadinho de milho queijo nacho doritos pacote 300g,Doritos,Salgadinhos,300 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818357
EAN-7892840814595,7892840814595,Salgadinho de milho queijo nacho doritos pacote 30g,Doritos,Salgadinhos,30 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840814595
EAN-7892840820145,7892840820145,Salgadinho de milho queijo nacho doritos pacote 45g,Doritos,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820145
